basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
NA,NA,0,NA,NA,NA,NA,NA,24,NA,NA,9523400,NA,32.82448865,NA,-114.5418948,NA,2019-05-31T07:00:00Z,NA,"Titsink Canal Near Yuma, Az",NA,NA,0.77,ca
NA,NA,0.51,NA,NA,NA,NA,NA,67,NA,NA,9523600,NA,32.80865585,NA,-114.5882852,NA,2019-05-31T07:00:00Z,NA,"Yaqui Canal Near Yuma, Az",NA,NA,1.15,ca
NA,NA,0.47,NA,NA,NA,NA,NA,51,NA,NA,9523800,NA,32.79365629,NA,-114.6146748,NA,2019-05-31T07:15:00Z,NA,"Pontiac Canal Near Yuma, Az",NA,NA,1.13,ca
NA,NA,655,NA,NA,NA,NA,NA,1590,NA,NA,9524000,NA,32.7767123,NA,-114.6355087,NA,2019-05-31T07:30:00Z,NA,"Yuma Main Canal At Siphon Drop P.p. Nr Yuma, Az",NA,NA,15.09,ca
NA,NA,607,NA,NA,NA,NA,NA,NA,NA,NA,9524700,NA,32.73408333,NA,-114.6230556,NA,2019-05-31T07:00:00Z,NA,"Yuma Main Canal Above Wasteway Nr Winterhaven, Ca",NA,NA,14.72,ca
NA,NA,74.3,NA,NA,NA,NA,NA,1000,NA,NA,9525000,NA,32.7333801,NA,-114.623008,NA,2019-05-31T07:00:00Z,NA,"Yuma Main Canal Wasteway At Yuma, Az",NA,NA,14.73,ca
NA,NA,14.6,NA,NA,NA,NA,NA,75,NA,NA,9526200,NA,32.76837927,NA,-114.6555093,NA,2019-05-31T07:15:00Z,NA,"Ypsilanti Canal Near Winterhaven, Ca",NA,NA,1.52,ca
NA,NA,566,NA,NA,NA,NA,NA,779,NA,NA,9527590,NA,32.71416667,NA,-114.9438889,NA,2019-05-31T07:45:00Z,NA,Coachella Canal Above All-american Canal Diversion,NA,NA,10.71,ca
NA,NA,509,NA,NA,NA,NA,NA,NA,NA,NA,9527594,NA,33.2562222,NA,-115.4511667,NA,2019-05-31T07:00:00Z,NA,"Coachella Canal Near Niland, Ca",NA,NA,14.6,ca
NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,9527597,NA,33.53808109,NA,-115.9186083,NA,2019-05-31T07:00:00Z,NA,"Coachella Canal Near Desert Beach, Ca",NA,NA,20.88,ca
NA,NA,-0,NA,NA,NA,NA,NA,NA,NA,NA,9527630,NA,32.7094932,NA,-115.0254425,NA,2019-05-31T07:45:00Z,NA,"Brock Reservoir Inlet Near Calexico, Ca",NA,NA,24.71,ca
NA,NA,-6.02,NA,NA,NA,NA,NA,NA,NA,NA,9527660,NA,32.70557669,NA,-115.0344429,NA,2019-05-31T07:30:00Z,NA,"Brock Reservoir Outlet Near Calexico, Ca",NA,NA,25.99,ca
NA,NA,5370,NA,NA,NA,NA,NA,NA,NA,NA,9527700,NA,32.70425,NA,-115.0481139,NA,2019-05-31T07:30:00Z,NA,All-american Canal Below Drop 2 Reservoir Outlet,NA,NA,43.86,ca
NA,NA,66.1,NA,NA,NA,NA,NA,92,NA,NA,9530000,NA,32.73726888,NA,-114.621897,NA,2019-05-31T07:15:00Z,NA,"Reservation Main Drain No. 4 Near Yuma, Az",NA,NA,1.45,ca
NA,NA,14.4,NA,NA,NA,NA,NA,28,NA,NA,9530500,NA,32.74615776,NA,-114.6943992,NA,2019-05-31T07:15:00Z,NA,"Drain 8-b Near Winterhaven, Ca",NA,NA,2.47,ca
NA,NA,0,NA,NA,NA,NA,NA,660,NA,NA,10251259,NA,36.3866218,NA,-116.4236549,NA,1995-09-30T23:50:00Z,NA,Amargosa Rv At Hwy 127 Nr Ca-nv State Line,NA,NA,NA,ca
NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,BHSC1,10251290,NA,35.88569444,NA,-116.23425,NA,2019-05-31T07:15:00Z,NA,"Borehole Spg Channel Nr Tecopa Hot Spgs, Ca",NA,NA,12.65,ca
NA,NA,1.03,NA,NA,NA,NA,NA,10600,NA,TCPC1,10251300,NA,35.84944444,NA,-116.2308333,NA,2019-05-31T07:30:00Z,NA,"Amargosa Rv At Tecopa, Ca",NA,12,6.2,ca
NA,NA,1.39,NA,NA,NA,NA,NA,2230,NA,AMCC1,10251330,NA,35.79052778,NA,-116.2076389,NA,2019-05-31T07:30:00Z,NA,"Amargosa Rv Abv China Ranch Wash Nr Tecopa, Ca",NA,NA,25.75,ca
NA,NA,0.23,NA,NA,NA,NA,NA,15,NA,WLWC1,10251335,NA,35.80094444,NA,-116.1944167,NA,2019-05-31T07:00:00Z,NA,"Willow Ck At China Ranch, Ca",NA,NA,0.89,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10254005,NA,33.19254216,NA,-115.833887,NA,2019-05-31T07:45:00Z,NA,Salton Sea Nr Westmorland Ca,NA,NA,-236.82,ca
NA,NA,1.12,NA,NA,NA,NA,NA,9900,NA,ZSCC1,10254050,NA,33.44697395,NA,-115.8433289,NA,2019-05-31T07:45:00Z,NA,Salt C Nr Mecca,NA,NA,6.01,ca
NA,NA,945,NA,NA,NA,NA,NA,4500,NA,ZANC1,10254730,NA,33.19892768,NA,-115.5969343,NA,2019-05-31T07:15:00Z,NA,Alamo R Nr Niland Ca,NA,NA,68.15,ca
NA,NA,93.5,NA,NA,NA,NA,NA,1240,NA,IBCC1,10254970,NA,32.6658925,NA,-115.5030501,NA,2019-05-31T07:00:00Z,NA,New R At International Boundary At Calexico Ca,NA,NA,8.56,ca
NA,NA,508,NA,NA,NA,NA,NA,3000,NA,ZNRC1,10255550,NA,33.10476565,NA,-115.6644382,NA,2019-05-31T07:45:00Z,NA,New R Nr Westmorland Ca,NA,NA,2.73,ca
NA,NA,NA,NA,NA,NA,NA,NA,2990,NA,BPCC1,10255810,NA,33.27916667,NA,-116.4305556,NA,2019-05-31T07:00:00Z,NA,Borrego Palm C Nr Borrego Springs Ca,NA,NA,7.04,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10255890,NA,34.0628333,NA,-116.808361,NA,2019-05-31T07:45:00Z,NA,Ef Whitewater R Div Nr Banning Ca,NA,NA,2.52,ca
NA,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA,10255895,NA,34.0623333,NA,-116.819111,NA,2019-05-31T07:45:00Z,NA,Sf Whitewater R Nr Banning Ca,NA,NA,0.55,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WWUC1,10255897,NA,34.06194444,NA,-116.818861,NA,2019-05-31T07:45:00Z,NA,Sf Whitewater R Div Nr Banning Ca,NA,NA,0.86,ca
NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,10255900,NA,34.0607833,NA,-116.8190167,NA,2017-10-25T13:00:00Z,NA,Black Wheel C Div Nr Banning Ca,NA,NA,0.48,ca
NA,NA,7.48,NA,NA,NA,NA,NA,9900,NA,NA,10256500,NA,33.8705722,NA,-116.681127,NA,2019-05-31T07:00:00Z,NA,Snow C Nr White Water Ca,NA,NA,2.67,ca
NA,NA,1.64,NA,NA,NA,NA,NA,582,NA,NA,10257500,NA,33.86946114,NA,-116.6716824,NA,2019-05-31T06:45:00Z,NA,Falls C Nr White Water Ca,NA,NA,4.39,ca
NA,NA,574,NA,NA,NA,NA,NA,1020,NA,NA,10257548,NA,33.8989045,NA,-116.6211256,NA,2019-05-31T07:45:00Z,NA,Whitewater R A Windy Point Main Channel Ca,NA,NA,5.71,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10257549,NA,33.8989045,NA,-116.6211256,NA,2019-05-31T07:00:00Z,NA,Whitewater R A Windy Point Overflow Channel Ca,NA,NA,12.42,ca
NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,MSYC1,10257600,NA,34.01112284,NA,-116.6280689,NA,2019-05-31T07:00:00Z,NA,Mission C Nr Desert Hot Springs Ca,NA,NA,0.94,ca
NA,NA,NA,NA,NA,NA,NA,NA,153,NA,CCCC1,10257720,NA,33.8441843,NA,-116.6052929,NA,2019-05-31T07:00:00Z,NA,Chino Cyn C Bl Tramway Nr Palm Springs Ca,NA,NA,28.46,ca
NA,NA,16.2,NA,NA,NA,NA,NA,2900,NA,TQUC1,10258000,NA,33.80501929,NA,-116.5591816,NA,2019-05-31T07:45:00Z,NA,Tahquitz C Nr Palm Springs Ca,NA,NA,4.55,ca
NA,NA,2.7,NA,NA,NA,NA,NA,7000,NA,PCNC1,10258500,NA,33.74502178,NA,-116.5355709,NA,2019-05-31T07:45:00Z,NA,Palm Cyn C Nr Palm Springs Ca,NA,NA,1.13,ca
NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,MYNC1,10258700,NA,33.75277778,NA,-116.5444444,NA,2019-05-31T07:15:00Z,NA,Murray Cyn C Nr Palm Springs Ca,NA,NA,4.07,ca
NA,NA,3.1,NA,NA,NA,NA,NA,1960,NA,ANRC1,10259000,NA,33.7600211,NA,-116.5500155,NA,2019-05-31T07:30:00Z,NA,Andreas C Nr Palm Springs Ca,NA,NA,2.39,ca
NA,NA,0,NA,NA,NA,NA,NA,8280,NA,GCDC1,10259050,NA,33.79724196,NA,-116.481958,NA,2019-05-31T07:45:00Z,NA,Palm Cyn Wash Nr Cathedral City Ca,NA,NA,2.39,ca
NA,NA,0,NA,NA,NA,NA,NA,9060,NA,WWIC1,10259100,NA,33.749466,NA,-116.4227903,NA,2019-05-31T07:30:00Z,NA,Whitewater R A Rancho Mirage Ca,NA,NA,6.45,ca
NA,NA,0.52,NA,NA,NA,NA,NA,7100,NA,DEPC1,10259200,NA,33.63113647,NA,-116.3922342,NA,2019-05-31T07:45:00Z,NA,Deep C Nr Palm Desert Ca,NA,NA,1.65,ca
NA,NA,0,NA,NA,NA,NA,NA,14100,NA,WTIC1,10259300,NA,33.7372434,NA,-116.236118,NA,2019-05-31T07:45:00Z,NA,Whitewater R A Indio Ca,NA,NA,6.82,ca
NA,NA,64.8,NA,NA,NA,NA,NA,2500,NA,WIMC1,10259540,NA,33.52474915,NA,-116.0775023,NA,2019-05-31T07:00:00Z,NA,Whitewater R Nr Mecca,NA,NA,3.08,ca
NA,NA,52.8,NA,NA,NA,NA,NA,46600,NA,DKHC1,10260500,NA,34.34305858,NA,-117.2264316,NA,2019-05-31T07:00:00Z,NA,Deep C Nr Hesperia Ca,NA,NA,1.97,ca
NA,NA,0.24,NA,NA,NA,NA,NA,78,NA,GVVC1,10260855,NA,34.26,NA,-117.2044444,NA,2019-05-31T07:15:00Z,NA,Grass Valley Lk Tunnel Outlet A Lake Arrowhead Ca,NA,NA,0.76,ca
NA,NA,74.8,NA,NA,NA,NA,NA,11700,NA,WFMC1,10260950,NA,34.33889196,NA,-117.2578213,NA,2019-05-31T07:30:00Z,NA,Wf Mojave R Ab Mojave R Forks Res Nr Hesperia Ca,NA,NA,1.02,ca
NA,NA,5.93,NA,NA,NA,NA,NA,70600,NA,MVVC1,10261500,NA,34.57304916,NA,-117.3206018,NA,2019-05-31T07:45:00Z,NA,Mojave R A Lo Narrows Nr Victorville Ca,NA,16,8.07,ca
NA,NA,0,NA,NA,NA,NA,NA,64300,NA,MBRC1,10262500,NA,34.90692668,NA,-117.022818,NA,2019-05-31T07:30:00Z,NA,Mojave R A Barstow Ca,NA,5,2.19,ca
NA,NA,0.01,NA,NA,NA,NA,NA,18000,NA,MJRC1,10263000,NA,35.03720565,NA,-116.3841887,NA,2019-05-31T07:00:00Z,NA,Mojave R A Afton Ca,NA,NA,4.46,ca
NA,NA,28.1,NA,NA,NA,NA,NA,8300,NA,BRQC1,10263500,NA,34.42083115,NA,-117.8395072,NA,2019-05-31T07:15:00Z,NA,Big Rock C Nr Valyermo Ca,NA,NA,1.69,ca
NA,NA,50.1,NA,NA,NA,NA,NA,NA,NA,DDMC1,10265100,NA,37.75027778,NA,-118.9394444,NA,2019-05-31T07:00:00Z,NA,Deadman C A Big Springs Nr Crestview Ca,NA,NA,6.78,ca
NA,NA,67.6,NA,NA,NA,NA,NA,433,NA,HFCC1,10265150,NA,37.66882166,NA,-118.8176312,NA,2019-05-31T06:00:00Z,NA,Hot C A Flume Nr Mammoth Lakes Ca,NA,NA,1.41,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BPRC1,10292500,NA,38.32491807,NA,-119.212098,NA,2019-05-31T07:30:00Z,NA,"Bridgeport Re Nr Bridgeport, Ca",NA,6461,53.18,ca
NA,NA,259,NA,NA,NA,NA,NA,1910,NA,EWBC1,10293000,NA,38.3276958,NA,-119.2148759,NA,2019-05-31T07:30:00Z,NA,"E Walker Rv Nr Bridgeport, Ca",NA,6,3.75,ca
NA,NA,1000,NA,NA,NA,NA,NA,12300,NA,WWBC1,10296000,NA,38.3796366,NA,-119.4501649,NA,2019-05-31T07:30:00Z,NA,"W Walker Rv Blw L Walker Rv Nr Coleville, Ca",NA,6,3.92,ca
NA,NA,1260,NA,NA,NA,NA,NA,18900,NA,CEMC1,10308200,NA,38.7146274,NA,-119.7648985,NA,2019-05-31T07:50:00Z,NA,E Fk Carson Rv Blw Markleeville Ck Nr Markleeville,NA,9,4.59,ca
NA,NA,2.99,NA,NA,NA,NA,NA,40,NA,LVCC1,10308783,NA,38.7012952,NA,-119.6565614,NA,2019-05-31T07:30:00Z,NA,Leviathan C Ab Mine Nr Markleeville Ca,NA,NA,3.87,ca
NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,103087835,NA,38.7033333,NA,-119.6591667,NA,2019-04-25T16:00:00Z,NA,Unnamed Trib 1 To Leviathan C At Leviathan Mine Ca,NA,NA,1.26,ca
NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,10308784,NA,38.70407294,NA,-119.6587837,NA,2019-05-31T07:30:00Z,NA,Leviathan Mine Adit Drain Nr Markleeville Ca,NA,NA,9.76,ca
NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,10308785,NA,38.70407294,NA,-119.6587837,NA,2019-05-31T07:30:00Z,NA,Leviathan Mine Pit Flow Nr Markleeville Ca,NA,NA,10.01,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103087853,NA,38.70407294,NA,-119.65906150000001,NA,2019-05-31T07:30:00Z,NA,Leviathan Mine Pond 1 Nr Markleeville Ca,NA,NA,7.59,ca
NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,103087855,NA,38.7058333,NA,-119.6566667,NA,2019-04-25T14:00:00Z,NA,Leviathan Mine Pit Junction Box Nr Markleeville Ca,NA,NA,0.57,ca
NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,103087865,NA,38.70555556,NA,-119.6622222,NA,2019-04-25T08:00:00Z,NA,Unnamed Trib 2 To Leviathan C At Leviathan Mine Ca,NA,NA,0.68,ca
NA,NA,3.29,NA,NA,NA,NA,NA,15,NA,NA,103087889,NA,38.7108333,NA,-119.6630556,NA,2019-04-25T11:00:00Z,NA,4l C Nr Markleeville Ca,NA,NA,5.86,ca
NA,NA,3.77,NA,NA,NA,NA,NA,68,NA,LVIC1,10308789,NA,38.7168505,NA,-119.6601726,NA,2019-05-31T07:00:00Z,NA,Leviathan C Ab Aspen C Nr Markleeville Ca,NA,NA,4.87,ca
NA,NA,0.47,NA,NA,NA,NA,NA,1.7,NA,NA,103087891,NA,38.7086111,NA,-119.648611,NA,2019-04-26T09:00:00Z,NA,Aspen C Abv Leviathan Mine Nr Markleeville Ca,NA,NA,0.52,ca
NA,NA,14.9,NA,NA,NA,NA,NA,250,NA,NA,10308792,NA,38.73573925,NA,-119.6454497,NA,2019-05-31T07:15:00Z,NA,Leviathan C Ab Mountaineer C Nr Markleeville Ca,NA,NA,7.66,ca
NA,NA,9.69,NA,NA,NA,NA,NA,340,NA,BBMC1,10308794,NA,38.73573925,NA,-119.6454497,NA,2019-05-31T07:15:00Z,NA,Bryant C Bl Mountaineer C Nr Markleeville Ca,NA,NA,4.36,ca
NA,NA,461,NA,NA,NA,NA,NA,8100,NA,WOOC1,10310000,NA,38.76962765,NA,-119.833789,NA,2019-05-31T07:50:00Z,NA,"W Fk Carson Rv At Woodfords, Ca",NA,13.5,12.34,ca
NA,NA,343,NA,NA,NA,NA,NA,5120,NA,UTHC1,103366092,NA,38.8485185,NA,-120.0271275,NA,2019-05-31T07:00:00Z,NA,"Upper Truckee Rv At Hwy 50 Abv Meyers, Ca",NA,8.5,6.39,ca
NA,NA,95.5,NA,NA,NA,NA,NA,861,NA,GNRC1,10336645,NA,39.05185197,NA,-120.1185209,NA,2019-05-31T07:30:00Z,NA,General C Nr Meeks Bay Ca,NA,4,2.21,ca
NA,NA,166,NA,NA,NA,NA,NA,2940,NA,BKDC1,10336660,NA,39.10740708,NA,-120.1621352,NA,2019-05-31T07:30:00Z,NA,Blackwood C Nr Tahoe City Ca,NA,12.5,9.72,ca
NA,NA,NA,NA,NA,NA,NA,NA,1220,NA,WCBC1,10336674,NA,39.1407401,NA,-120.2121377,NA,2019-05-31T07:30:00Z,NA,Ward C Bl Confluence Nr Tahoe City Ca,NA,NA,3.84,ca
NA,NA,92,NA,NA,NA,NA,NA,2530,NA,WDKC1,10336676,NA,39.1321292,NA,-120.1576913,NA,2019-05-31T07:00:00Z,NA,Ward C At Hwy 89 Nr Tahoe Pines Ca,NA,8,6.41,ca
NA,NA,18.5,NA,NA,NA,NA,NA,241,NA,THCN2,10336698,NA,39.24046325,NA,-119.9465774,NA,2019-05-31T07:00:00Z,NA,"Third Ck Nr Crystal Bay, Nv",NA,NA,2.38,nv
NA,NA,22.7,NA,NA,NA,NA,NA,179,NA,INCN2,10336700,NA,39.2401855,NA,-119.9449106,NA,2019-05-31T07:00:00Z,NA,"Incline Ck Nr Crystal Bay, Nv",NA,3.5,2.28,nv
NA,NA,93.7,NA,NA,NA,NA,NA,615,NA,TTVC1,10336780,NA,38.9199077,NA,-119.9724036,NA,2019-05-31T07:00:00Z,NA,"Trout Ck Nr Tahoe Valley, Ca",NA,9,6.26,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THLC1,10337000,NA,39.1807402,NA,-120.1193583,NA,2019-05-31T07:00:00Z,NA,Lake Tahoe A Tahoe City Ca,NA,6229.1,8.5,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVCC1,10337810,NA,39.198775,NA,-120.241111,NA,2019-05-31T07:00:00Z,NA,Nf Squaw C A Olympic Valley Ca,NA,NA,1.41,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10338400,NA,39.3249056,NA,-120.2824223,NA,2019-05-31T07:00:00Z,NA,Donner Lk Nr Truckee Ca,NA,NA,5934.72,ca
NA,NA,1670,NA,NA,NA,NA,NA,6970,NA,TBMC1,10339410,NA,39.35305556,NA,-120.1194444,NA,2019-05-31T07:30:00Z,NA,Truckee R Bl Martis C Nr Truckee Ca,NA,NA,5.76,ca
NA,NA,316,NA,NA,NA,NA,NA,4560,NA,PROC1,10340500,NA,39.37324026,NA,-120.131587,NA,2019-05-31T07:45:00Z,NA,Prosser C Bl Prosser C Dam Nr Truckee Ca,NA,NA,2.76,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PZCC1,10341100,NA,39.4548611,NA,-120.3912222,NA,2019-05-31T07:30:00Z,NA,Perazzo C Nr Soda Springs Ca,NA,NA,5.97,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ILAC1,10342900,NA,39.45184949,NA,-120.2907588,NA,2019-05-31T07:00:00Z,NA,Independence Lk Nr Truckee Ca,NA,NA,6948.47,ca
NA,NA,49.4,NA,NA,NA,NA,NA,1230,NA,SGNC1,10343500,NA,39.43157246,NA,-120.2379793,NA,2019-05-31T07:00:00Z,NA,Sagehen C Nr Truckee Ca,NA,NA,2.67,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STPC1,10344300,NA,39.47046319,NA,-120.1040897,NA,2019-05-31T07:00:00Z,NA,Stampede Res Nr Boca Ca,NA,NA,5943.89,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCVC1,10344490,NA,39.3887962,NA,-120.096309,NA,2019-05-31T07:30:00Z,NA,Boca Res Nr Truckee Ca,NA,5605,5569.65,ca
NA,NA,0.92,NA,NA,NA,NA,NA,1580,NA,CPOC1,11012500,NA,32.591172,NA,-116.525572,NA,2019-05-31T07:00:00Z,NA,Campo C Nr Campo Ca,NA,NA,1.3,ca
NA,NA,0.1,NA,NA,NA,NA,NA,5870,NA,JMLC1,11014000,NA,32.6375566,NA,-116.8841893,NA,2019-05-31T07:45:00Z,NA,Jamul C Nr Jamul Ca,NA,NA,1.01,ca
NA,NA,8.28,NA,NA,NA,NA,NA,11200,NA,SWCC1,11015000,NA,32.8347737,NA,-116.6230747,NA,2019-05-31T07:45:00Z,NA,Sweetwater R Nr Descanso Ca,NA,NA,4.34,ca
NA,NA,0,NA,NA,NA,NA,NA,591,NA,DEHC1,11016200,NA,32.77416667,NA,-116.8502778,NA,2019-05-31T07:15:00Z,NA,Sweetwater R A Dehesa Ca,NA,NA,3,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CPNC1,11020600,NA,32.88227229,NA,-116.8091903,NA,2019-05-31T07:45:00Z,NA,El Capitan Res Nr Lakeside Ca,NA,NA,695.02,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VCTC1,11022100,NA,32.91338116,NA,-116.928083,NA,2019-05-31T07:45:00Z,NA,San Vicente Res Nr Lakeside Ca,NA,NA,737.09,ca
NA,NA,0.31,NA,NA,NA,NA,NA,1090,NA,LCCC1,11022200,NA,32.83616156,NA,-116.9003035,NA,2019-05-31T07:00:00Z,NA,Los Coches C Nr Lakeside Ca,NA,NA,2.66,ca
NA,NA,7.74,NA,NA,NA,NA,NA,70200,NA,SDGC1,11022480,NA,32.84032675,NA,-117.0258627,NA,2019-05-31T07:15:00Z,NA,San Diego R A Mast Rd Nr Santee Ca,NA,NA,2.68,ca
NA,NA,2.1,NA,NA,NA,NA,NA,5730,NA,PNQC1,11023340,NA,32.9431013,NA,-117.1216999,NA,2019-05-31T07:00:00Z,NA,Los Penasquitos C Nr Poway Ca,NA,NA,3.02,ca
NA,NA,5.74,NA,NA,NA,NA,NA,28400,NA,SYBC1,11025500,NA,33.1069866,NA,-116.866137,NA,2019-05-31T07:45:00Z,NA,Santa Ysabel C Nr Ramona Ca,NA,NA,2.13,ca
NA,NA,0.12,NA,NA,NA,NA,NA,3940,NA,GTOC1,11027000,NA,33.1158743,NA,-116.9530841,NA,2019-05-31T07:45:00Z,NA,Guejito C Nr San Pasqual Ca,NA,NA,0.17,ca
NA,NA,0.53,NA,NA,NA,NA,NA,15200,NA,SMKC1,11028500,NA,33.0522655,NA,-116.9455844,NA,2019-05-31T07:00:00Z,NA,Santa Maria C Nr Ramona Ca,NA,NA,0.3,ca
NA,NA,10.2,NA,NA,NA,NA,NA,95600,NA,SLOC1,11042000,NA,33.21809119,NA,-117.3603162,NA,2019-05-31T07:30:00Z,NA,San Luis Rey R A Oceanside Ca,NA,21,6.2,ca
NA,NA,1.87,NA,NA,NA,NA,NA,8100,NA,TEKC1,11042400,NA,33.45919759,NA,-116.9236357,NA,2019-05-31T07:00:00Z,NA,Temecula C Nr Aguanga Ca,NA,NA,0.96,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLKC1,11042510,NA,33.49558538,NA,-116.976692,NA,2019-05-31T07:30:00Z,NA,Vail Lk Nr Temecula Ca,NA,NA,1426.31,ca
NA,NA,NA,NA,NA,NA,NA,NA,3120,NA,PHGC1,11042631,NA,33.46416667,NA,-117.1238889,NA,2019-05-31T07:00:00Z,NA,Pechanga C Nr Temecula Ca,NA,NA,2.63,ca
NA,NA,NA,NA,NA,NA,NA,NA,3390,NA,MUCC1,11042700,NA,33.55558075,NA,-117.2314239,NA,2019-05-31T07:00:00Z,NA,Murrieta C Nr Murrieta Ca,NA,NA,1,ca
NA,NA,0,NA,NA,NA,NA,NA,5570,NA,WRSC1,11042800,NA,33.53224867,NA,-117.1769771,NA,2019-05-31T07:45:00Z,NA,Warm Springs C Nr Murrieta Ca,NA,NA,3.82,ca
NA,NA,0,NA,NA,NA,NA,NA,7200,NA,GRTC1,11042900,NA,33.52447127,NA,-117.1647544,NA,2019-05-31T07:00:00Z,NA,Santa Gertrudis C Nr Temecula Ca,NA,NA,1.75,ca
NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,MUTC1,11043000,NA,33.47975066,NA,-117.1439203,NA,2019-05-31T07:15:00Z,NA,Murrieta C A Temecula Ca,NA,NA,1.09,ca
NA,NA,9.92,NA,NA,NA,NA,NA,31000,NA,SMHC1,11044000,NA,33.4739175,NA,-117.1422536,NA,2019-05-31T07:00:00Z,NA,Santa Margarita R Nr Temecula Ca,NA,NA,1.87,ca
NA,NA,0.81,NA,NA,NA,NA,NA,8000,NA,RNKC1,11044250,NA,33.40753006,NA,-117.200867,NA,2019-05-31T07:30:00Z,NA,Rainbow C Nr Fallbrook Ca,NA,NA,4.72,ca
NA,NA,6.68,NA,NA,NA,NA,NA,34000,NA,SMFC1,11044300,NA,33.41364059,NA,-117.2411462,NA,2019-05-31T07:00:00Z,NA,Santa Margarita R A Fpud Sump Nr Fallbrook Ca,NA,NA,1.93,ca
NA,NA,8.25,NA,NA,NA,NA,NA,5100,NA,SDQC1,11044350,NA,33.42447348,NA,-117.249202,NA,2019-05-31T07:00:00Z,NA,Sandia C Nr Fallbrook Ca,NA,NA,2.01,ca
NA,NA,1.61,NA,NA,NA,NA,NA,9700,NA,DLZC1,11044800,NA,33.4197511,NA,-117.3217044,NA,2019-05-31T07:00:00Z,NA,De Luz C Nr De Luz Ca,NA,NA,5.53,ca
NA,NA,1.13,NA,NA,NA,NA,NA,1040,NA,FABC1,11045300,NA,33.34697584,NA,-117.3178152,NA,2019-05-31T07:30:00Z,NA,Fallbrook C Nr Fallbrook Ca,NA,NA,0.57,ca
NA,NA,0.01,NA,NA,NA,NA,NA,53,NA,NA,11045600,NA,33.3250321,NA,-117.3255931,NA,2019-05-31T07:45:00Z,NA,Oneill Lake Outlet Ch Nr Fallbrook Ca,NA,NA,0.27,ca
NA,NA,0,NA,NA,NA,NA,NA,725,NA,OSPC1,11045700,NA,33.32892087,NA,-117.3272599,NA,2019-05-31T07:00:00Z,NA,Oneill Lk Spill Ch Nr Fallbrook Ca,NA,NA,3.99,ca
NA,NA,34,NA,NA,NA,NA,NA,44000,NA,YDRC1,11046000,NA,33.3111436,NA,-117.3472604,NA,2019-05-31T07:15:00Z,NA,Santa Margarita R A Ysidora Ca,NA,10.9,4.99,ca
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MGAC1,11046050,NA,33.23780556,NA,-117.3953056,NA,2019-05-31T07:30:00Z,NA,Santa Margarita R A Mouth Nr Oceanside Ca,NA,NA,7.46,ca
NA,NA,0,NA,NA,NA,NA,NA,7300,NA,LCOC1,11046100,NA,33.2936111,NA,-117.4530556,NA,2019-05-31T07:00:00Z,NA,Las Flores C Nr Oceanside Ca,NA,NA,4.12,ca
NA,NA,5.3,NA,NA,NA,NA,NA,12500,NA,NMTC1,11046300,NA,33.47085987,NA,-117.4730986,NA,2019-05-31T07:45:00Z,NA,San Mateo C Nr San Clemente Ca,NA,NA,3.01,ca
